ParticipantName	FixationIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	MediaName
ID01	1.0	Fixation	439	795.0	540.0	N/A
ID01	2.0	Fixation	120	405.0	540.0	N/A
ID01	3.0	Fixation	120	405.0	540.0	N/A
ID01	4.0	Fixation	160	405.0	540.0	N/A
ID01	5.0	Fixation	219	405.0	540.0	N/A
ID01	6.0	Fixation	159	405.0	540.0	N/A
ID01	7.0	Fixation	199	405.0	540.0	N/A
ID01	8.0	Fixation	279	405.0	540.0	N/A
ID01	9.0	Fixation	259	405.0	540.0	N/A
ID01	10.0	Fixation	279	405.0	540.0	N/A
ID01	11.0	Fixation	219	405.0	540.0	N/A
ID01	12.0	Fixation	199	795.0	540.0	N/A
ID01	13.0	Fixation	359	795.0	540.0	N/A
ID01	14.0	Fixation	159	405.0	540.0	N/A
ID01	15.0	Fixation	259	795.0	540.0	N/A
ID01	16.0	Fixation	339	795.0	540.0	N/A
ID01	17.0	Fixation	239	795.0	540.0	N/A
ID01	18.0	Fixation	319	795.0	540.0	N/A
ID01	19.0	Fixation	199	795.0	540.0	N/A
ID01	20.0	Fixation	259	405.0	540.0	N/A
ID01	21.0	Fixation	239	405.0	540.0	N/A
ID01	22.0	Fixation	319	405.0	540.0	N/A
ID01	23.0	Fixation	279	405.0	540.0	N/A
ID01	24.0	Fixation	239	405.0	540.0	N/A
ID01	25.0	Fixation	259	405.0	540.0	N/A
ID01	26.0	Fixation	279	405.0	540.0	N/A
ID01	27.0	Fixation	319	405.0	540.0	N/A
ID01	28.0	Fixation	399	405.0	540.0	N/A
ID01	29.0	Fixation	200	405.0	540.0	N/A
ID01	30.0	Fixation	159	795.0	540.0	N/A
ID01	31.0	Fixation	279	405.0	540.0	N/A
ID01	32.0	Fixation	200	405.0	540.0	N/A
ID01	33.0	Fixation	339	405.0	540.0	N/A
ID01	34.0	Fixation	1296	405.0	540.0	N/A
ID01	35.0	Fixation	120	405.0	540.0	N/A
ID01	36.0	Fixation	638	405.0	540.0	N/A
ID01	37.0	Fixation	339	405.0	540.0	N/A
ID01	38.0	Fixation	2034	405.0	540.0	N/A
ID01	39.0	Fixation	1495	405.0	540.0	N/A
ID01	40.0	Fixation	359	405.0	540.0	N/A
ID01	41.0	Fixation	299	405.0	540.0	N/A
ID01	42.0	Fixation	159	405.0	540.0	N/A
ID01	43.0	Fixation	299	405.0	540.0	N/A
ID01	44.0	Fixation	239	405.0	540.0	N/A
ID01	45.0	Fixation	199	405.0	540.0	N/A
ID01	46.0	Fixation	259	405.0	540.0	N/A
ID01	47.0	Fixation	159	405.0	540.0	N/A
ID01	48.0	Fixation	279	100.0	245.0	N/A
ID01	49.0	Fixation	200	405.0	540.0	N/A
ID01	50.0	Fixation	378	405.0	540.0	N/A
ID01	51.0	Fixation	199	405.0	540.0	N/A
ID01	52.0	Fixation	259	795.0	540.0	N/A
ID01	53.0	Fixation	299	405.0	540.0	N/A
ID01	54.0	Fixation	638	405.0	540.0	N/A
ID01	55.0	Fixation	319	405.0	540.0	N/A
ID01	56.0	Fixation	359	795.0	540.0	N/A
ID01	57.0	Fixation	299	405.0	540.0	N/A
ID01	58.0	Fixation	259	405.0	540.0	N/A
ID01	59.0	Fixation	220	405.0	540.0	N/A
ID01	60.0	Fixation	279	405.0	540.0	N/A
ID01	61.0	Fixation	259	405.0	540.0	N/A
ID01	62.0	Fixation	239	405.0	540.0	N/A
ID01	63.0	Fixation	219	405.0	540.0	N/A
ID01	64.0	Fixation	499	405.0	540.0	N/A
ID01	65.0	Fixation	578	405.0	540.0	N/A
ID01	66.0	Fixation	399	405.0	540.0	N/A
ID01	67.0	Fixation	359	405.0	540.0	N/A
ID01	68.0	Fixation	279	100.0	682.0	N/A
ID01	69.0	Fixation	757	405.0	540.0	N/A
ID01	70.0	Fixation	299	405.0	540.0	N/A
ID01	71.0	Fixation	219	405.0	540.0	N/A
ID01	72.0	Fixation	279	405.0	540.0	N/A
ID01	73.0	Fixation	219	405.0	540.0	N/A
ID01	74.0	Fixation	359	405.0	540.0	N/A
ID01	75.0	Fixation	199	405.0	540.0	N/A
ID01	76.0	Fixation	519	405.0	540.0	N/A
ID01	77.0	Fixation	279	405.0	540.0	N/A
ID01	78.0	Fixation	399	405.0	540.0	N/A
ID01	79.0	Fixation	239	405.0	540.0	N/A
ID01	80.0	Fixation	160	405.0	540.0	N/A
ID01	81.0	Fixation	239	405.0	540.0	N/A
ID01	82.0	Fixation	399	405.0	540.0	N/A
ID01	83.0	Fixation	279	405.0	540.0	N/A
ID01	84.0	Fixation	359	405.0	540.0	N/A
ID01	85.0	Fixation	259	405.0	540.0	N/A
ID01	86.0	Fixation	618	405.0	540.0	N/A
ID01	87.0	Fixation	120	405.0	540.0	N/A
