ParticipantName	FixationIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	MediaName
ID01	1.0	Fixation	618	750.0	692.0	N/A
ID01	2.0	Fixation	159	550.0	692.0	N/A
ID01	3.0	Fixation	199	550.0	692.0	N/A
ID01	4.0	Fixation	299	635.0	265.0	N/A
ID01	5.0	Fixation	259	645.0	387.0	N/A
ID01	6.0	Fixation	179	940.0	265.0	N/A
ID01	7.0	Fixation	180	940.0	265.0	N/A
ID01	8.0	Fixation	100	940.0	692.0	N/A
ID01	9.0	Fixation	199	940.0	692.0	N/A
ID01	10.0	Fixation	339	645.0	387.0	N/A
ID01	11.0	Fixation	159	662.0	500.0	N/A
ID01	12.0	Fixation	159	550.0	692.0	N/A
ID01	13.0	Fixation	239	355.0	692.0	N/A
ID01	14.0	Fixation	239	640.0	930.0	N/A
ID01	15.0	Fixation	379	643.0	122.0	N/A
ID01	16.0	Fixation	179	643.0	122.0	N/A
ID01	17.0	Fixation	199	643.0	122.0	N/A
ID01	18.0	Fixation	279	635.0	265.0	N/A
ID01	19.0	Fixation	160	645.0	387.0	N/A
ID01	20.0	Fixation	159	635.0	265.0	N/A
ID01	21.0	Fixation	160	550.0	692.0	N/A
ID01	22.0	Fixation	199	550.0	692.0	N/A
ID01	23.0	Fixation	140	355.0	692.0	N/A
ID01	24.0	Fixation	219	645.0	387.0	N/A
ID01	25.0	Fixation	239	645.0	387.0	N/A
ID01	26.0	Fixation	259	645.0	387.0	N/A
ID01	27.0	Fixation	259	645.0	387.0	N/A
ID01	28.0	Fixation	2014	645.0	387.0	N/A
ID01	29.0	Fixation	279	645.0	387.0	N/A
ID01	30.0	Fixation	777	645.0	387.0	N/A
ID01	31.0	Fixation	319	645.0	387.0	N/A
ID01	32.0	Fixation	857	645.0	387.0	N/A
ID01	33.0	Fixation	259	645.0	387.0	N/A
ID01	34.0	Fixation	558	645.0	387.0	N/A
ID01	35.0	Fixation	379	645.0	387.0	N/A
ID01	36.0	Fixation	319	645.0	387.0	N/A
ID01	37.0	Fixation	159	550.0	692.0	N/A
ID01	38.0	Fixation	219	750.0	692.0	N/A
ID01	39.0	Fixation	159	940.0	692.0	N/A
ID01	40.0	Fixation	239	940.0	692.0	N/A
ID01	41.0	Fixation	718	940.0	692.0	N/A
ID01	42.0	Fixation	957	750.0	692.0	N/A
ID01	43.0	Fixation	598	550.0	692.0	N/A
ID01	44.0	Fixation	139	550.0	692.0	N/A
ID01	45.0	Fixation	219	550.0	692.0	N/A
ID01	46.0	Fixation	399	550.0	692.0	N/A
ID01	47.0	Fixation	239	550.0	692.0	N/A
ID01	48.0	Fixation	279	643.0	197.0	N/A
ID01	49.0	Fixation	179	643.0	122.0	N/A
ID01	50.0	Fixation	339	643.0	122.0	N/A
ID01	51.0	Fixation	259	560.0	45.0	N/A
ID01	52.0	Fixation	199	643.0	122.0	N/A
ID01	53.0	Fixation	199	635.0	265.0	N/A
ID01	54.0	Fixation	458	635.0	265.0	N/A
ID01	55.0	Fixation	259	940.0	265.0	N/A
ID01	56.0	Fixation	199	643.0	197.0	N/A
ID01	57.0	Fixation	279	643.0	122.0	N/A
ID01	58.0	Fixation	319	645.0	387.0	N/A
ID01	59.0	Fixation	578	550.0	692.0	N/A
ID01	60.0	Fixation	160	645.0	387.0	N/A
ID01	61.0	Fixation	180	550.0	692.0	N/A
ID01	62.0	Fixation	279	550.0	692.0	N/A
ID01	63.0	Fixation	279	550.0	692.0	N/A
ID01	64.0	Fixation	439	550.0	692.0	N/A
ID01	65.0	Fixation	259	355.0	692.0	N/A
ID01	66.0	Fixation	419	550.0	692.0	N/A
ID01	67.0	Fixation	439	550.0	692.0	N/A
ID01	68.0	Fixation	199	550.0	692.0	N/A
ID01	69.0	Fixation	598	550.0	692.0	N/A
ID01	70.0	Fixation	458	550.0	692.0	N/A
ID01	71.0	Fixation	259	550.0	692.0	N/A
ID01	72.0	Fixation	419	550.0	692.0	N/A
ID01	73.0	Fixation	159	550.0	692.0	N/A
ID01	74.0	Fixation	459	550.0	692.0	N/A
ID01	75.0	Fixation	379	550.0	692.0	N/A
ID01	76.0	Fixation	399	645.0	387.0	N/A
ID01	77.0	Fixation	399	635.0	265.0	N/A
ID01	78.0	Fixation	140	635.0	265.0	N/A
ID01	79.0	Fixation	160	645.0	387.0	N/A
ID01	80.0	Fixation	997	550.0	692.0	N/A
ID01	81.0	Fixation	359	355.0	692.0	N/A
ID01	82.0	Fixation	159	750.0	692.0	N/A
ID01	83.0	Fixation	179	750.0	692.0	N/A
ID01	84.0	Fixation	120	940.0	692.0	N/A
ID02	1.0	Fixation	219	750.0	692.0	N/A
ID02	2.0	Fixation	163	750.0	692.0	N/A
ID02	3.0	Fixation	216	635.0	265.0	N/A
ID02	4.0	Fixation	259	333.0	265.0	N/A
ID02	5.0	Fixation	179	635.0	265.0	N/A
ID02	6.0	Fixation	239	645.0	387.0	N/A
ID02	7.0	Fixation	259	643.0	122.0	N/A
ID02	8.0	Fixation	199	643.0	122.0	N/A
ID02	9.0	Fixation	160	643.0	122.0	N/A
ID02	10.0	Fixation	140	643.0	122.0	N/A
ID02	11.0	Fixation	319	645.0	387.0	N/A
ID02	12.0	Fixation	339	940.0	692.0	N/A
ID02	13.0	Fixation	259	750.0	692.0	N/A
ID02	14.0	Fixation	199	645.0	387.0	N/A
ID02	15.0	Fixation	419	645.0	387.0	N/A
ID02	16.0	Fixation	538	635.0	265.0	N/A
ID02	17.0	Fixation	239	643.0	197.0	N/A
ID02	18.0	Fixation	339	643.0	122.0	N/A
ID02	19.0	Fixation	239	643.0	122.0	N/A
ID02	20.0	Fixation	180	645.0	387.0	N/A
ID02	21.0	Fixation	459	645.0	387.0	N/A
ID02	22.0	Fixation	319	645.0	387.0	N/A
ID02	23.0	Fixation	319	645.0	387.0	N/A
ID02	24.0	Fixation	877	645.0	387.0	N/A
ID02	25.0	Fixation	479	645.0	387.0	N/A
ID02	26.0	Fixation	1176	645.0	387.0	N/A
ID02	27.0	Fixation	259	645.0	387.0	N/A
ID02	28.0	Fixation	179	645.0	387.0	N/A
ID02	29.0	Fixation	220	643.0	197.0	N/A
ID02	30.0	Fixation	378	643.0	122.0	N/A
ID02	31.0	Fixation	219	643.0	122.0	N/A
ID02	32.0	Fixation	1196	645.0	387.0	N/A
ID02	33.0	Fixation	219	645.0	387.0	N/A
ID02	34.0	Fixation	359	645.0	387.0	N/A
ID02	35.0	Fixation	299	645.0	387.0	N/A
ID02	36.0	Fixation	320	645.0	387.0	N/A
ID02	37.0	Fixation	179	550.0	692.0	N/A
ID02	38.0	Fixation	259	645.0	387.0	N/A
ID02	39.0	Fixation	498	645.0	387.0	N/A
ID02	40.0	Fixation	160	662.0	500.0	N/A
ID02	41.0	Fixation	259	662.0	500.0	N/A
ID02	42.0	Fixation	379	355.0	692.0	N/A
ID02	43.0	Fixation	180	355.0	692.0	N/A
ID02	44.0	Fixation	299	940.0	692.0	N/A
ID02	45.0	Fixation	179	643.0	197.0	N/A
ID02	46.0	Fixation	279	940.0	265.0	N/A
ID02	47.0	Fixation	538	635.0	265.0	N/A
ID02	48.0	Fixation	339	333.0	265.0	N/A
ID02	49.0	Fixation	180	643.0	122.0	N/A
ID02	50.0	Fixation	239	643.0	197.0	N/A
ID02	51.0	Fixation	179	355.0	692.0	N/A
ID02	52.0	Fixation	339	355.0	692.0	N/A
ID02	53.0	Fixation	179	355.0	692.0	N/A
ID02	54.0	Fixation	299	940.0	692.0	N/A
ID02	55.0	Fixation	120	355.0	692.0	N/A
ID02	56.0	Fixation	199	355.0	692.0	N/A
ID02	57.0	Fixation	199	355.0	692.0	N/A
ID02	58.0	Fixation	259	355.0	692.0	N/A
ID02	59.0	Fixation	264	355.0	692.0	N/A
ID02	60.0	Fixation	201	550.0	692.0	N/A
ID02	61.0	Fixation	193	550.0	692.0	N/A
ID02	62.0	Fixation	239	750.0	692.0	N/A
ID02	63.0	Fixation	159	750.0	692.0	N/A
ID02	64.0	Fixation	259	662.0	500.0	N/A
ID02	65.0	Fixation	219	940.0	692.0	N/A
ID02	66.0	Fixation	219	940.0	692.0	N/A
ID02	67.0	Fixation	259	940.0	692.0	N/A
ID02	68.0	Fixation	179	355.0	692.0	N/A
ID02	69.0	Fixation	279	355.0	692.0	N/A
ID02	70.0	Fixation	299	662.0	500.0	N/A
ID02	71.0	Fixation	219	662.0	500.0	N/A
ID02	72.0	Fixation	279	355.0	692.0	N/A
ID02	73.0	Fixation	299	355.0	692.0	N/A
ID02	74.0	Fixation	120	355.0	692.0	N/A
ID02	75.0	Fixation	259	355.0	692.0	N/A
ID02	76.0	Fixation	219	355.0	692.0	N/A
ID02	77.0	Fixation	319	355.0	692.0	N/A
ID02	78.0	Fixation	180	550.0	692.0	N/A
ID02	79.0	Fixation	1116	355.0	692.0	N/A
ID02	80.0	Fixation	279	355.0	692.0	N/A
ID02	81.0	Fixation	205	355.0	692.0	N/A
ID02	82.0	Fixation	201	635.0	265.0	N/A
ID02	83.0	Fixation	212	643.0	122.0	N/A
ID02	84.0	Fixation	319	643.0	122.0	N/A
ID02	85.0	Fixation	439	643.0	122.0	N/A
ID02	86.0	Fixation	219	662.0	500.0	N/A
ID02	87.0	Fixation	220	355.0	692.0	N/A
ID02	88.0	Fixation	758	645.0	387.0	N/A
ID02	89.0	Fixation	239	355.0	692.0	N/A
ID02	90.0	Fixation	319	355.0	692.0	N/A
ID02	91.0	Fixation	259	355.0	692.0	N/A
ID02	92.0	Fixation	219	355.0	692.0	N/A
ID02	93.0	Fixation	299	355.0	692.0	N/A
ID02	94.0	Fixation	239	355.0	692.0	N/A
ID02	95.0	Fixation	159	355.0	692.0	N/A
ID02	96.0	Fixation	219	355.0	692.0	N/A
ID02	97.0	Fixation	180	355.0	692.0	N/A
ID02	98.0	Fixation	259	355.0	692.0	N/A
ID02	99.0	Fixation	359	355.0	692.0	N/A
ID02	100.0	Fixation	439	550.0	692.0	N/A
ID03	1.0	Fixation	698	645.0	387.0	N/A
ID03	2.0	Fixation	678	645.0	387.0	N/A
ID03	3.0	Fixation	498	645.0	387.0	N/A
ID03	4.0	Fixation	319	662.0	500.0	N/A
ID03	5.0	Fixation	778	645.0	387.0	N/A
ID03	6.0	Fixation	219	662.0	500.0	N/A
ID03	7.0	Fixation	2293	645.0	387.0	N/A
ID03	8.0	Fixation	419	645.0	387.0	N/A
