ParticipantName	FixationIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	MediaName
ID01	1.0	Fixation	160	327.0	240.0	N/A
ID01	2.0	Fixation	159	327.0	240.0	N/A
ID01	3.0	Fixation	259	327.0	240.0	N/A
ID01	4.0	Fixation	219	532.0	22.0	N/A
ID01	5.0	Fixation	219	532.0	22.0	N/A
ID01	6.0	Fixation	359	327.0	240.0	N/A
ID01	7.0	Fixation	259	327.0	240.0	N/A
ID01	8.0	Fixation	459	660.0	22.0	N/A
ID01	9.0	Fixation	319	327.0	240.0	N/A
ID01	10.0	Fixation	558	327.0	240.0	N/A
ID01	11.0	Fixation	140	327.0	240.0	N/A
ID01	12.0	Fixation	179	327.0	240.0	N/A
ID01	13.0	Fixation	180	327.0	240.0	N/A
ID01	14.0	Fixation	419	327.0	240.0	N/A
ID01	15.0	Fixation	518	327.0	240.0	N/A
ID01	16.0	Fixation	259	325.0	542.0	N/A
ID01	17.0	Fixation	259	820.0	622.0	N/A
ID01	18.0	Fixation	199	327.0	240.0	N/A
ID01	19.0	Fixation	199	327.0	240.0	N/A
ID01	20.0	Fixation	119	327.0	240.0	N/A
ID01	21.0	Fixation	219	325.0	542.0	N/A
ID01	22.0	Fixation	140	325.0	542.0	N/A
ID01	23.0	Fixation	259	167.0	847.0	N/A
ID01	24.0	Fixation	219	325.0	385.0	N/A
ID01	25.0	Fixation	199	327.0	240.0	N/A
ID01	26.0	Fixation	219	325.0	385.0	N/A
ID01	27.0	Fixation	411	325.0	542.0	N/A
ID01	28.0	Fixation	347	820.0	622.0	N/A
ID01	29.0	Fixation	458	325.0	542.0	N/A
ID01	30.0	Fixation	299	822.0	257.0	N/A
ID01	31.0	Fixation	140	822.0	257.0	N/A
ID01	32.0	Fixation	319	820.0	897.0	N/A
ID01	33.0	Fixation	479	485.0	847.0	N/A
ID01	34.0	Fixation	199	485.0	847.0	N/A
ID01	35.0	Fixation	299	485.0	847.0	N/A
ID01	36.0	Fixation	877	487.0	705.0	N/A
ID01	37.0	Fixation	219	485.0	847.0	N/A
ID01	38.0	Fixation	478	485.0	847.0	N/A
ID01	39.0	Fixation	718	485.0	847.0	N/A
ID01	40.0	Fixation	479	485.0	847.0	N/A
ID01	41.0	Fixation	857	485.0	847.0	N/A
ID01	42.0	Fixation	718	485.0	847.0	N/A
ID01	43.0	Fixation	200	485.0	847.0	N/A
ID01	44.0	Fixation	339	485.0	847.0	N/A
ID01	45.0	Fixation	139	485.0	847.0	N/A
ID01	46.0	Fixation	339	485.0	847.0	N/A
ID01	47.0	Fixation	678	485.0	847.0	N/A
ID01	48.0	Fixation	239	820.0	897.0	N/A
ID01	49.0	Fixation	199	820.0	897.0	N/A
ID01	50.0	Fixation	319	485.0	847.0	N/A
ID01	51.0	Fixation	399	485.0	847.0	N/A
ID01	52.0	Fixation	219	167.0	847.0	N/A
ID01	53.0	Fixation	120	167.0	847.0	N/A
ID01	54.0	Fixation	379	167.0	847.0	N/A
ID01	55.0	Fixation	1196	167.0	705.0	N/A
ID01	56.0	Fixation	658	167.0	847.0	N/A
ID01	57.0	Fixation	513	167.0	847.0	N/A
ID01	58.0	Fixation	543	167.0	847.0	N/A
ID01	59.0	Fixation	538	167.0	847.0	N/A
ID01	60.0	Fixation	398	167.0	847.0	N/A
ID01	61.0	Fixation	199	485.0	847.0	N/A
ID01	62.0	Fixation	219	167.0	847.0	N/A
ID01	63.0	Fixation	180	167.0	847.0	N/A
ID01	64.0	Fixation	239	167.0	847.0	N/A
ID01	65.0	Fixation	738	167.0	847.0	N/A
ID01	66.0	Fixation	160	167.0	847.0	N/A
ID01	67.0	Fixation	199	167.0	847.0	N/A
ID01	68.0	Fixation	379	485.0	847.0	N/A
ID01	69.0	Fixation	199	167.0	847.0	N/A
ID01	70.0	Fixation	1475	167.0	847.0	N/A
ID01	71.0	Fixation	199	167.0	847.0	N/A
ID01	72.0	Fixation	239	167.0	847.0	N/A
ID01	73.0	Fixation	379	167.0	847.0	N/A
ID01	74.0	Fixation	498	167.0	847.0	N/A
ID02	1.0	Fixation	219	327.0	240.0	N/A
ID02	2.0	Fixation	140	327.0	240.0	N/A
