ParticipantName	FixationIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	MediaName
ID01	1.0	Fixation	658	477.0	502.0	N/A
ID01	2.0	Fixation	339	477.0	225.0	N/A
ID01	3.0	Fixation	259	477.0	225.0	N/A
ID01	4.0	Fixation	299	477.0	225.0	N/A
ID01	5.0	Fixation	199	477.0	225.0	N/A
ID01	6.0	Fixation	279	477.0	225.0	N/A
ID01	7.0	Fixation	219	477.0	502.0	N/A
ID01	8.0	Fixation	220	477.0	502.0	N/A
ID01	9.0	Fixation	618	477.0	225.0	N/A
ID01	10.0	Fixation	199	477.0	225.0	N/A
ID01	11.0	Fixation	359	477.0	225.0	N/A
ID01	12.0	Fixation	339	477.0	225.0	N/A
ID01	13.0	Fixation	359	477.0	225.0	N/A
ID01	14.0	Fixation	199	477.0	502.0	N/A
ID01	15.0	Fixation	259	477.0	502.0	N/A
ID01	16.0	Fixation	259	477.0	225.0	N/A
ID01	17.0	Fixation	219	477.0	225.0	N/A
ID01	18.0	Fixation	299	477.0	225.0	N/A
ID01	19.0	Fixation	199	477.0	225.0	N/A
ID01	20.0	Fixation	359	477.0	225.0	N/A
ID01	21.0	Fixation	199	477.0	225.0	N/A
ID01	22.0	Fixation	239	477.0	225.0	N/A
ID01	23.0	Fixation	239	477.0	225.0	N/A
ID01	24.0	Fixation	159	477.0	225.0	N/A
ID01	25.0	Fixation	658	477.0	225.0	N/A
ID01	26.0	Fixation	259	477.0	225.0	N/A
ID01	27.0	Fixation	139	477.0	225.0	N/A
ID01	28.0	Fixation	219	477.0	395.0	N/A
ID01	29.0	Fixation	159	477.0	502.0	N/A
ID01	30.0	Fixation	439	477.0	225.0	N/A
ID01	31.0	Fixation	179	477.0	225.0	N/A
ID01	32.0	Fixation	219	477.0	225.0	N/A
ID01	33.0	Fixation	179	477.0	225.0	N/A
ID01	34.0	Fixation	199	340.0	39.0	N/A
ID01	35.0	Fixation	199	210.0	39.0	N/A
ID01	36.0	Fixation	179	792.0	39.0	N/A
ID01	37.0	Fixation	199	792.0	39.0	N/A
ID01	38.0	Fixation	479	477.0	225.0	N/A
ID01	39.0	Fixation	179	477.0	502.0	N/A
ID01	40.0	Fixation	120	477.0	502.0	N/A
ID01	41.0	Fixation	339	477.0	502.0	N/A
ID01	42.0	Fixation	299	477.0	502.0	N/A
ID01	43.0	Fixation	219	477.0	502.0	N/A
ID01	44.0	Fixation	459	477.0	502.0	N/A
ID01	45.0	Fixation	279	477.0	502.0	N/A
ID01	46.0	Fixation	319	477.0	502.0	N/A
ID01	47.0	Fixation	478	477.0	502.0	N/A
ID01	48.0	Fixation	518	477.0	502.0	N/A
ID01	49.0	Fixation	419	477.0	502.0	N/A
ID01	50.0	Fixation	140	477.0	502.0	N/A
ID01	51.0	Fixation	179	477.0	502.0	N/A
ID01	52.0	Fixation	179	477.0	502.0	N/A
ID01	53.0	Fixation	219	477.0	502.0	N/A
ID01	54.0	Fixation	219	477.0	502.0	N/A
ID01	55.0	Fixation	159	477.0	395.0	N/A
ID01	56.0	Fixation	179	297.0	710.0	N/A
